index;needs_update;updated;size;true_positive_self;true_negative_self;false_positive_self;false_negative_self;true_positive_eval;true_negative_eval;false_positive_eval;false_negative_eval;
10620;false;false;36;524;6471;3624;2;10149;116674;66326;997;
10615;false;false;36;524;6466;3624;2;10149;116674;66326;997;
10625;false;false;36;524;6476;3624;2;10149;116674;66326;997;
10611;false;true;36;524;6466;3620;2;10149;116674;66326;997;
10580;false;false;36;524;6441;3614;2;10149;116674;66326;997;
10602;false;true;36;524;6457;3620;2;10140;116674;66326;1006;
10606;false;true;36;524;6461;3620;2;10140;116674;66326;1006;
10621;false;false;36;524;6472;3624;2;10149;116674;66326;997;
10619;false;false;36;524;6470;3624;2;10149;116674;66326;997;
10634;false;false;36;524;6481;3628;2;10149;116674;66326;997;
10617;false;false;36;524;6468;3624;2;10149;116674;66326;997;
10600;false;false;36;524;6456;3619;2;10149;116674;66326;997;
10632;false;false;36;524;6479;3628;2;10149;116674;66326;997;
10627;false;false;36;524;6476;3626;2;10149;116674;66326;997;
10637;false;false;36;524;6484;3628;2;10149;116674;66326;997;
10623;false;false;36;524;6474;3624;2;10149;116674;66326;997;
10592;false;false;36;524;6451;3616;2;10149;116674;66326;997;
10646;false;false;36;524;6489;3632;2;10149;116674;66326;997;
10631;false;false;36;524;6478;3628;2;10149;116674;66326;997;
10633;false;false;36;524;6480;3628;2;10149;116674;66326;997;
10618;false;false;36;524;6469;3624;2;10149;116674;66326;997;
10629;false;false;36;524;6476;3628;2;10149;116674;66326;997;
10614;false;false;36;524;6466;3623;2;10149;116674;66326;997;
10612;false;false;36;524;6466;3621;2;10149;116674;66326;997;
10639;false;false;36;524;6486;3628;2;10149;116674;66326;997;
10644;false;false;36;524;6488;3631;2;10149;116674;66326;997;
10635;false;false;36;524;6482;3628;2;10149;116674;66326;997;
10649;false;false;36;524;6492;3632;2;10149;116674;66326;997;
10604;false;true;36;524;6459;3620;2;10140;116674;66326;1006;
10658;false;false;36;524;6500;3633;2;10149;116674;66326;997;
10643;false;false;36;524;6488;3630;2;10149;116674;66326;997;
10645;false;false;36;524;6488;3632;2;10149;116674;66326;997;
10630;false;false;36;524;6477;3628;2;10149;116674;66326;997;
10641;false;false;36;524;6488;3628;2;10149;116674;66326;997;
10626;false;false;36;524;6476;3625;2;10149;116674;66326;997;
10651;false;false;36;524;6494;3632;2;10149;116674;66326;997;
10624;false;false;36;524;6475;3624;2;10149;116674;66326;997;
10656;false;false;36;524;6499;3632;2;10149;116674;66326;997;
10661;false;false;36;524;6500;3636;2;10149;116674;66326;997;
10647;false;false;36;524;6490;3632;2;10149;116674;66326;997;
10616;false;false;36;524;6467;3624;2;10149;116674;66326;997;
10670;false;false;36;524;6505;3640;2;10149;116674;66326;997;
10653;false;false;36;524;6496;3632;2;10149;116674;66326;997;
10657;false;false;36;524;6500;3632;2;10149;116674;66326;997;
10655;false;false;36;524;6498;3632;2;10149;116674;66326;997;
10642;false;false;36;524;6488;3629;2;10149;116674;66326;997;
10638;false;false;36;524;6485;3628;2;10149;116674;66326;997;
10663;false;false;36;524;6500;3638;2;10149;116674;66326;997;
10636;false;false;36;524;6483;3628;2;10149;116674;66326;997;
10668;false;false;36;524;6504;3639;2;10149;116674;66326;997;
10673;false;false;36;524;6506;3642;2;10149;116674;66326;997;
10659;false;false;36;524;6500;3634;2;10149;116674;66326;997;
10628;false;false;36;524;6476;3627;2;10149;116674;66326;997;
10669;false;false;36;524;6504;3640;2;10149;116674;66326;997;
10682;false;false;36;524;6511;3646;2;10149;116674;66326;997;
10665;false;false;36;524;6502;3638;2;10149;116674;66326;997;
10654;false;false;36;524;6497;3632;2;10149;116674;66326;997;
10667;false;false;36;524;6504;3638;2;10149;116674;66326;997;
10650;false;false;36;524;6493;3632;2;10149;116674;66326;997;
10675;false;false;36;524;6506;3644;2;10149;116674;66326;997;
10648;false;false;36;524;6491;3632;2;10149;116674;66326;997;
10680;false;false;36;524;6509;3646;2;10149;116674;66326;997;
10685;false;false;36;524;6514;3646;2;10149;116674;66326;997;
10671;false;false;36;524;6506;3640;2;10149;116674;66326;997;
10640;false;false;36;524;6487;3628;2;10149;116674;66326;997;
10681;false;false;36;524;6510;3646;2;10149;116674;66326;997;
10694;false;false;36;524;6519;3650;2;10149;116674;66326;997;
10677;false;false;36;524;6506;3646;2;10149;116674;66326;997;
10666;false;false;36;524;6503;3638;2;10149;116674;66326;997;
10679;false;false;36;524;6508;3646;2;10149;116674;66326;997;
10662;false;false;36;524;6500;3637;2;10149;116674;66326;997;
10687;false;false;36;524;6516;3646;2;10149;116674;66326;997;
10660;false;false;36;524;6500;3635;2;10149;116674;66326;997;
10692;false;false;36;524;6518;3649;2;10149;116674;66326;997;
10683;false;false;36;524;6512;3646;2;10149;116674;66326;997;
10697;false;true;36;524;6522;3650;2;10149;116674;66326;997;
10652;false;false;36;524;6495;3632;2;10149;116674;66326;997;
10693;false;false;36;524;6518;3650;2;10149;116674;66326;997;
10706;false;false;36;524;6530;3651;2;10149;116674;66326;997;
10689;false;false;36;524;6518;3646;2;10149;116674;66326;997;
10674;false;false;36;524;6506;3643;2;10149;116674;66326;997;
10691;false;false;36;524;6518;3648;2;10149;116674;66326;997;
10678;false;false;36;524;6507;3646;2;10149;116674;66326;997;
10699;false;false;36;524;6524;3650;2;10149;116674;66326;997;
10672;false;false;36;524;6506;3641;2;10149;116674;66326;997;
10709;false;false;36;524;6530;3654;2;10149;116674;66326;997;
10704;false;false;36;524;6529;3650;2;10149;116674;66326;997;
10695;false;false;36;524;6520;3650;2;10149;116674;66326;997;
10664;false;false;36;524;6501;3638;2;10149;116674;66326;997;
10705;false;false;36;524;6530;3650;2;10149;116674;66326;997;
10718;false;false;36;524;6539;3654;2;10149;116674;66326;997;
10701;false;false;36;524;6526;3650;2;10149;116674;66326;997;
10686;false;false;36;524;6515;3646;2;10149;116674;66326;997;
10703;false;false;36;524;6528;3650;2;10149;116674;66326;997;
10690;false;false;36;524;6518;3647;2;10149;116674;66326;997;
10711;false;false;36;524;6532;3654;2;10149;116674;66326;997;
10684;false;false;36;524;6513;3646;2;10149;116674;66326;997;
10716;false;false;36;524;6537;3654;2;10149;116674;66326;997;
10707;false;false;36;524;6530;3652;2;10149;116674;66326;997;
10721;false;false;36;524;6542;3654;2;10149;116674;66326;997;
10676;false;false;36;524;6506;3645;2;10149;116674;66326;997;
10717;false;false;36;524;6538;3654;2;10149;116674;66326;997;
10730;false;false;36;524;6547;3658;2;10149;116674;66326;997;
10713;false;false;36;524;6534;3654;2;10149;116674;66326;997;
10698;false;false;36;524;6523;3650;2;10149;116674;66326;997;
10715;false;false;36;524;6536;3654;2;10149;116674;66326;997;
10702;false;false;36;524;6527;3650;2;10149;116674;66326;997;
10723;false;false;36;524;6542;3656;2;10149;116674;66326;997;
10696;false;true;36;524;6521;3650;2;10140;116674;66326;1006;
10728;false;false;36;524;6545;3658;2;10149;116674;66326;997;
10719;false;false;36;524;6540;3654;2;10149;116674;66326;997;
10733;false;false;36;524;6550;3658;2;10149;116674;66326;997;
10729;false;false;36;524;6546;3658;2;10149;116674;66326;997;
10688;false;false;36;524;6517;3646;2;10149;116674;66326;997;
10742;false;false;36;524;6555;3662;2;10149;116674;66326;997;
10725;false;false;36;524;6542;3658;2;10149;116674;66326;997;
10714;false;false;36;524;6535;3654;2;10149;116674;66326;997;
10710;false;false;36;524;6531;3654;2;10149;116674;66326;997;
10727;false;false;36;524;6544;3658;2;10149;116674;66326;997;
10735;false;false;36;524;6552;3658;2;10149;116674;66326;997;
10708;false;false;36;524;6530;3653;2;10149;116674;66326;997;
10740;false;false;36;524;6554;3661;2;10149;116674;66326;997;
10731;false;false;36;524;6548;3658;2;10149;116674;66326;997;
10745;false;true;36;524;6558;3662;2;10140;116578;66422;1006;
10741;false;false;36;524;6554;3662;2;10149;116674;66326;997;
10700;false;false;36;524;6525;3650;2;10149;116674;66326;997;
10754;false;false;36;524;6564;3665;2;10140;116674;66326;1006;
10737;false;false;36;524;6554;3658;2;10149;116674;66326;997;
10726;false;false;36;524;6543;3658;2;10149;116674;66326;997;
10720;false;false;36;524;6541;3654;2;10149;116674;66326;997;
10739;false;false;36;524;6554;3660;2;10149;116674;66326;997;
10722;false;false;36;524;6542;3655;2;10149;116674;66326;997;
10747;false;true;36;524;6558;3664;2;10140;116674;66326;1006;
10752;false;false;36;524;6563;3664;2;10140;116674;66326;1006;
10743;false;false;36;524;6556;3662;2;10149;116674;66326;997;
10757;false;false;36;524;6564;3668;2;10140;116674;66326;1006;
10753;false;false;36;524;6564;3664;2;10140;116674;66326;1006;
10712;false;false;36;524;6533;3654;2;10149;116674;66326;997;
10749;false;false;36;524;6560;3664;2;10140;116674;66326;1006;
10766;false;false;36;524;6573;3668;2;10140;116674;66326;1006;
10738;false;false;36;524;6554;3659;2;10149;116674;66326;997;
10751;false;false;36;524;6562;3664;2;10140;116674;66326;1006;
10732;false;false;36;524;6549;3658;2;10149;116674;66326;997;
10759;false;false;36;524;6566;3668;2;10140;116674;66326;1006;
10764;false;false;36;524;6571;3668;2;10140;116674;66326;1006;
10734;false;false;36;524;6551;3658;2;10149;116674;66326;997;
10755;false;false;36;524;6564;3666;2;10140;116674;66326;1006;
10769;false;false;36;524;6576;3668;2;10140;116674;66326;1006;
10765;false;false;36;524;6572;3668;2;10140;116674;66326;1006;
10724;false;false;36;524;6542;3657;2;10149;116674;66326;997;
10761;false;false;36;524;6568;3668;2;10140;116674;66326;1006;
10778;false;false;36;524;6581;3672;2;10140;116674;66326;1006;
10750;false;false;36;524;6561;3664;2;10140;116674;66326;1006;
10763;false;false;36;524;6570;3668;2;10140;116674;66326;1006;
10744;false;true;36;524;6557;3662;2;10132;116578;66422;1014;
10771;false;false;36;524;6576;3670;2;10140;116674;66326;1006;
10746;false;true;36;524;6558;3663;2;10132;116578;66422;1014;
10767;false;false;36;524;6574;3668;2;10140;116674;66326;1006;
10776;false;false;36;524;6579;3672;2;10140;116674;66326;1006;
10781;false;false;36;524;6584;3672;2;10140;116674;66326;1006;
10777;false;false;36;524;6580;3672;2;10140;116674;66326;1006;
10773;false;false;36;524;6576;3672;2;10140;116674;66326;1006;
10790;false;false;36;524;6589;3676;2;10140;116674;66326;1006;
10736;false;false;36;524;6553;3658;2;10149;116674;66326;997;
10762;false;false;36;524;6569;3668;2;10140;116674;66326;1006;
10756;false;false;36;524;6564;3667;2;10140;116674;66326;1006;
10775;false;false;36;524;6578;3672;2;10140;116674;66326;1006;
10783;false;false;36;524;6586;3672;2;10140;116674;66326;1006;
10758;false;false;36;524;6565;3668;2;10140;116674;66326;1006;
10779;false;false;36;524;6582;3672;2;10140;116674;66326;1006;
10788;false;false;36;524;6588;3675;2;10140;116674;66326;1006;
10793;false;false;36;524;6592;3676;2;10140;116674;66326;1006;
10789;false;false;36;524;6588;3676;2;10140;116674;66326;1006;
10785;false;false;36;524;6588;3672;2;10140;116674;66326;1006;
10748;false;false;36;524;6559;3664;2;10140;116674;66326;1006;
10802;false;false;36;524;6600;3677;2;10140;116674;66326;1006;
10774;false;false;36;524;6577;3672;2;10140;116674;66326;1006;
10768;false;false;36;524;6575;3668;2;10140;116674;66326;1006;
10795;false;false;36;524;6594;3676;2;10140;116674;66326;1006;
10787;false;false;36;524;6588;3674;2;10140;116674;66326;1006;
10770;false;false;36;524;6576;3669;2;10140;116674;66326;1006;
10791;false;false;36;524;6590;3676;2;10140;116674;66326;1006;
10800;false;false;36;524;6599;3676;2;10140;116674;66326;1006;
10805;false;false;36;524;6600;3680;2;10140;116674;66326;1006;
10801;false;false;36;524;6600;3676;2;10140;116674;66326;1006;
10797;false;false;36;524;6596;3676;2;10140;116674;66326;1006;
10760;false;false;36;524;6567;3668;2;10140;116674;66326;1006;
10814;false;false;36;524;6604;3685;2;10140;116674;66326;1006;
10786;false;false;36;524;6588;3673;2;10140;116674;66326;1006;
10799;false;false;36;524;6598;3676;2;10140;116674;66326;1006;
10807;false;false;36;524;6602;3680;2;10140;116674;66326;1006;
10780;false;false;36;524;6583;3672;2;10140;116674;66326;1006;
10782;false;false;36;524;6585;3672;2;10140;116674;66326;1006;
10803;false;false;36;524;6600;3678;2;10140;116674;66326;1006;
10813;false;false;36;524;6604;3684;2;10140;116674;66326;1006;
10817;false;false;36;524;6606;3686;2;10140;116674;66326;1006;
10812;false;false;36;524;6604;3683;2;10140;116674;66326;1006;
10772;false;false;36;524;6576;3671;2;10140;116674;66326;1006;
10809;false;false;36;524;6604;3680;2;10140;116674;66326;1006;
10826;false;false;36;524;6611;3690;2;10140;116674;66326;1006;
10798;false;false;36;524;6597;3676;2;10140;116674;66326;1006;
10811;false;false;36;524;6604;3682;2;10140;116674;66326;1006;
10819;false;false;36;524;6606;3688;2;10140;116674;66326;1006;
10792;false;false;36;524;6591;3676;2;10140;116674;66326;1006;
10794;false;false;36;524;6593;3676;2;10140;116674;66326;1006;
10815;false;false;36;524;6604;3686;2;10140;116674;66326;1006;
10829;false;false;36;524;6614;3690;2;10140;116674;66326;1006;
10825;false;false;36;524;6610;3690;2;10140;116674;66326;1006;
10824;false;false;36;524;6609;3690;2;10140;116674;66326;1006;
10784;false;false;36;524;6587;3672;2;10140;116674;66326;1006;
10821;false;false;36;524;6606;3690;2;10140;116674;66326;1006;
10838;false;false;36;524;6622;3691;2;10140;116674;66326;1006;
10810;false;false;36;524;6604;3681;2;10140;116674;66326;1006;
10831;false;false;36;524;6616;3690;2;10140;116674;66326;1006;
10823;false;false;36;524;6608;3690;2;10140;116674;66326;1006;
10804;false;false;36;524;6600;3679;2;10140;116674;66326;1006;
10806;false;false;36;524;6601;3680;2;10140;116674;66326;1006;
10827;false;false;36;524;6612;3690;2;10140;116674;66326;1006;
10841;false;false;36;524;6622;3694;2;10140;116674;66326;1006;
10837;false;false;36;524;6622;3690;2;10140;116674;66326;1006;
10836;false;false;36;524;6621;3690;2;10140;116674;66326;1006;
10796;false;false;36;524;6595;3676;2;10140;116674;66326;1006;
10833;false;false;36;524;6618;3690;2;10140;116674;66326;1006;
10850;false;false;36;524;6631;3694;2;10140;116674;66326;1006;
10822;false;false;36;524;6607;3690;2;10140;116674;66326;1006;
10843;false;false;36;524;6624;3694;2;10140;116674;66326;1006;
10835;false;false;36;524;6620;3690;2;10140;116674;66326;1006;
10816;false;false;36;524;6605;3686;2;10140;116674;66326;1006;
10818;false;false;36;524;6606;3687;2;10140;116674;66326;1006;
10839;false;false;36;524;6622;3692;2;10140;116674;66326;1006;
10849;false;false;36;524;6630;3694;2;10140;116674;66326;1006;
10848;false;false;36;524;6629;3694;2;10140;116674;66326;1006;
10853;false;false;36;524;6634;3694;2;10140;116674;66326;1006;
10808;false;false;36;524;6603;3680;2;10140;116674;66326;1006;
10845;false;false;36;524;6626;3694;2;10140;116674;66326;1006;
10834;false;false;36;524;6619;3690;2;10140;116674;66326;1006;
10862;false;false;36;524;6639;3698;2;10140;116674;66326;1006;
10847;false;false;36;524;6628;3694;2;10140;116674;66326;1006;
10855;false;false;36;524;6634;3696;2;10140;116674;66326;1006;
10828;false;false;36;524;6613;3690;2;10140;116674;66326;1006;
10830;false;false;36;524;6615;3690;2;10140;116674;66326;1006;
10851;false;false;36;524;6632;3694;2;10140;116674;66326;1006;
10861;false;false;36;524;6638;3698;2;10140;116674;66326;1006;
10860;false;false;36;524;6637;3698;2;10140;116674;66326;1006;
10865;false;false;36;524;6642;3698;2;10140;116674;66326;1006;
10857;false;false;36;524;6634;3698;2;10140;116674;66326;1006;
10820;false;false;36;524;6606;3689;2;10140;116674;66326;1006;
10846;false;false;36;524;6627;3694;2;10140;116674;66326;1006;
10874;false;false;36;524;6647;3702;2;10140;116674;66326;1006;
10859;false;false;36;524;6636;3698;2;10140;116674;66326;1006;
10867;false;false;36;524;6644;3698;2;10140;116674;66326;1006;
10840;false;false;36;524;6622;3693;2;10140;116674;66326;1006;
10842;false;false;36;524;6623;3694;2;10140;116674;66326;1006;
10863;false;false;36;524;6640;3698;2;10140;116674;66326;1006;
10873;false;false;36;524;6646;3702;2;10140;116674;66326;1006;
10872;false;false;36;524;6646;3701;2;10140;116674;66326;1006;
10877;false;false;36;524;6650;3702;2;10140;116674;66326;1006;
10869;false;false;36;524;6646;3698;2;10140;116674;66326;1006;
10832;false;false;36;524;6617;3690;2;10140;116674;66326;1006;
10858;false;false;36;524;6635;3698;2;10140;116674;66326;1006;
10886;false;false;36;524;6658;3703;2;10149;116674;66326;997;
10871;false;false;36;524;6646;3700;2;10140;116674;66326;1006;
10852;false;false;36;524;6633;3694;2;10140;116674;66326;1006;
10879;false;false;36;524;6652;3702;2;10140;116674;66326;1006;
10854;false;false;36;524;6634;3695;2;10140;116674;66326;1006;
10875;false;false;36;524;6648;3702;2;10140;116674;66326;1006;
10885;false;false;36;524;6658;3702;2;10149;116674;66326;997;
10884;false;false;36;524;6657;3702;2;10149;116674;66326;997;
10889;false;false;36;524;6658;3706;2;10149;116674;66326;997;
10881;false;false;36;524;6654;3702;2;10140;116674;66326;1006;
10844;false;false;36;524;6625;3694;2;10140;116674;66326;1006;
10870;false;false;36;524;6646;3699;2;10140;116674;66326;1006;
10898;false;false;36;524;6667;3706;2;10149;116674;66326;997;
10883;false;false;36;524;6656;3702;2;10149;116674;66326;997;
10864;false;false;36;524;6641;3698;2;10140;116674;66326;1006;
10891;false;false;36;524;6660;3706;2;10149;116674;66326;997;
10897;false;false;36;524;6666;3706;2;10149;116674;66326;997;
10866;false;false;36;524;6643;3698;2;10140;116674;66326;1006;
10887;false;false;36;524;6658;3704;2;10149;116674;66326;997;
10901;false;false;36;524;6670;3706;2;10149;116674;66326;997;
10896;false;false;36;524;6665;3706;2;10149;116674;66326;997;
10893;false;false;36;524;6662;3706;2;10149;116674;66326;997;
10856;false;false;36;524;6634;3697;2;10140;116674;66326;1006;
10882;false;true;36;524;6655;3702;2;10149;116674;66326;997;
10910;false;false;36;525;6672;3712;2;10149;116674;66326;997;
10895;false;false;36;524;6664;3706;2;10149;116674;66326;997;
10876;false;false;36;524;6649;3702;2;10140;116674;66326;1006;
10903;false;false;36;524;6670;3708;2;10149;116674;66326;997;
10909;false;true;36;524;6672;3712;2;10149;116674;66326;997;
10878;false;false;36;524;6651;3702;2;10140;116674;66326;1006;
10899;false;false;36;524;6668;3706;2;10149;116674;66326;997;
10913;false;true;36;526;6674;3712;2;10149;116674;66326;997;
10908;false;true;36;524;6672;3711;2;10140;116674;66326;1006;
10905;false;false;36;524;6670;3710;2;10149;116674;66326;997;
10868;false;false;36;524;6645;3698;2;10140;116674;66326;1006;
10894;false;false;36;524;6663;3706;2;10149;116674;66326;997;
10922;false;false;36;528;6677;3716;2;10149;116674;66326;997;
10907;false;false;36;524;6672;3710;2;10149;116674;66326;997;
10888;false;false;36;524;6658;3705;2;10149;116674;66326;997;
10920;false;false;36;528;6676;3715;2;10149;116674;66326;997;
10915;false;false;36;526;6676;3712;2;10149;116674;66326;997;
10925;false;false;36;528;6680;3716;2;10149;116674;66326;997;
10890;false;false;36;524;6659;3706;2;10149;116674;66326;997;
10911;false;false;36;526;6672;3712;2;10149;116674;66326;997;
10921;false;false;36;528;6676;3716;2;10149;116674;66326;997;
10880;false;false;36;524;6653;3702;2;10140;116674;66326;1006;
10917;false;false;36;528;6676;3712;2;10149;116674;66326;997;
10906;false;false;36;524;6671;3710;2;10149;116674;66326;997;
10934;false;false;36;528;6686;3719;2;10149;116674;66326;997;
10919;false;false;36;528;6676;3714;2;10149;116674;66326;997;
10900;false;false;36;524;6669;3706;2;10149;116674;66326;997;
10932;false;false;36;528;6685;3718;2;10149;116674;66326;997;
10937;false;false;36;528;6686;3722;2;10149;116674;66326;997;
10927;false;false;36;528;6680;3718;2;10149;116674;66326;997;
10902;false;false;36;524;6670;3707;2;10149;116674;66326;997;
10933;false;false;36;528;6686;3718;2;10149;116674;66326;997;
10923;false;false;36;528;6678;3716;2;10149;116674;66326;997;
10892;false;false;36;524;6661;3706;2;10149;116674;66326;997;
10929;false;false;36;528;6682;3718;2;10149;116674;66326;997;
10918;false;false;36;528;6676;3713;2;10149;116674;66326;997;
10946;false;false;36;530;6693;3722;2;10149;116674;66326;997;
10931;false;false;36;528;6684;3718;2;10149;116674;66326;997;
10912;false;true;36;526;6673;3712;2;10140;116674;66326;1006;
10944;false;false;36;529;6692;3722;2;10149;116674;66326;997;
10939;false;false;36;528;6688;3722;2;10149;116674;66326;997;
10949;false;false;36;530;6696;3722;2;10149;116674;66326;997;
10914;false;false;36;526;6675;3712;2;10149;116674;66326;997;
10935;false;false;36;528;6686;3720;2;10149;116674;66326;997;
10945;false;false;36;530;6692;3722;2;10149;116674;66326;997;
10941;false;false;36;528;6690;3722;2;10149;116674;66326;997;
10904;false;false;36;524;6670;3709;2;10149;116674;66326;997;
10930;false;false;36;528;6683;3718;2;10149;116674;66326;997;
10958;false;false;36;530;6701;3726;2;10149;116674;66326;997;
10943;false;false;36;528;6692;3722;2;10149;116674;66326;997;
10924;false;false;36;528;6679;3716;2;10149;116674;66326;997;
10956;false;false;36;530;6699;3726;2;10149;116674;66326;997;
10961;false;false;36;530;6704;3726;2;10149;116674;66326;997;
10951;false;false;36;530;6696;3724;2;10149;116674;66326;997;
10926;false;false;36;528;6680;3717;2;10149;116674;66326;997;
10947;false;false;36;530;6694;3722;2;10149;116674;66326;997;
10916;false;false;36;527;6676;3712;2;10149;116674;66326;997;
10957;false;false;36;530;6700;3726;2;10149;116674;66326;997;
10953;false;false;36;530;6696;3726;2;10149;116674;66326;997;
10942;false;false;36;528;6691;3722;2;10149;116674;66326;997;
10970;false;false;37;534;6653;3782;2;10168;115822;67178;978;
10955;false;false;36;530;6698;3726;2;10149;116674;66326;997;
10936;false;false;36;528;6686;3721;2;10149;116674;66326;997;
10968;false;false;37;533;6652;3782;2;10168;115822;67178;978;
10973;false;false;37;534;6656;3782;2;10168;115822;67178;978;
10963;false;false;36;530;6706;3726;2;10149;116674;66326;997;
10938;false;false;36;528;6687;3722;2;10149;116674;66326;997;
10959;false;false;36;530;6702;3726;2;10149;116674;66326;997;
10928;false;false;36;528;6681;3718;2;10149;116674;66326;997;
10965;false;false;37;532;6650;3782;2;10168;115822;67178;978;
10969;false;false;37;534;6652;3782;2;10168;115822;67178;978;
10982;false;false;37;534;6664;3783;2;10168;115822;67178;978;
10954;false;false;36;530;6697;3726;2;10149;116674;66326;997;
10967;false;false;37;532;6652;3782;2;10168;115822;67178;978;
10948;false;false;36;530;6695;3722;2;10149;116674;66326;997;
10980;false;false;37;534;6663;3782;2;10168;115822;67178;978;
10975;false;true;37;534;6658;3782;2;10168;115822;67178;978;
10985;false;false;37;534;6664;3786;2;10168;115822;67178;978;
10950;false;false;36;530;6696;3723;2;10149;116674;66326;997;
10971;false;false;37;534;6654;3782;2;10168;115822;67178;978;
10940;false;false;36;528;6689;3722;2;10149;116674;66326;997;
10981;false;false;37;534;6664;3782;2;10168;115822;67178;978;
10977;false;false;37;534;6660;3782;2;10168;115822;67178;978;
10994;false;false;37;536;6669;3788;2;10168;115822;67178;978;
10966;false;false;37;532;6651;3782;2;10168;115822;67178;978;
10979;false;false;37;534;6662;3782;2;10168;115822;67178;978;
10960;false;false;36;530;6703;3726;2;10149;116674;66326;997;
10992;false;false;37;536;6667;3788;2;10168;115822;67178;978;
10987;false;false;37;536;6664;3786;2;10168;115822;67178;978;
10997;false;false;37;536;6670;3790;2;10168;115822;67178;978;
10962;false;false;36;530;6705;3726;2;10149;116674;66326;997;
10952;false;false;36;530;6696;3725;2;10149;116674;66326;997;
11006;false;false;37;537;6672;3796;2;10168;115822;67178;978;
10983;false;false;37;534;6664;3784;2;10168;115822;67178;978;
10993;false;false;37;536;6668;3788;2;10168;115822;67178;978;
10989;false;false;37;536;6666;3786;2;10168;115822;67178;978;
10978;false;false;37;534;6661;3782;2;10168;115822;67178;978;
10991;false;false;37;536;6666;3788;2;10168;115822;67178;978;
10972;false;false;37;534;6655;3782;2;10168;115822;67178;978;
11004;false;false;37;536;6671;3796;2;10168;115822;67178;978;
11009;false;false;37;538;6674;3796;2;10168;115822;67178;978;
10974;false;true;37;534;6657;3782;2;10170;115822;67178;976;
10999;false;false;37;536;6670;3792;2;10168;115822;67178;978;
10995;false;false;37;536;6670;3788;2;10168;115822;67178;978;
10964;true;true;37;531;6650;3782;2;10168;115822;67178;978;
11018;false;false;37;539;6676;3802;2;10168;115822;67178;978;
10990;false;false;37;536;6666;3787;2;10168;115822;67178;978;
11001;false;false;37;536;6670;3794;2;10168;115822;67178;978;
11005;false;false;37;536;6672;3796;2;10168;115822;67178;978;
11003;false;false;37;536;6670;3796;2;10168;115822;67178;978;
10984;false;false;37;534;6664;3785;2;10168;115822;67178;978;
11016;false;false;37;538;6676;3801;2;10168;115822;67178;978;
10986;false;false;37;535;6664;3786;2;10168;115822;67178;978;
11021;false;false;37;542;6676;3802;2;10168;115822;67178;978;
11011;false;false;37;538;6676;3796;2;10168;115822;67178;978;
10976;false;false;37;534;6659;3782;2;10168;115822;67178;978;
11007;false;false;37;538;6672;3796;2;10168;115822;67178;978;
11030;false;false;37;544;6680;3805;2;10168;115822;67178;978;
11002;false;false;37;536;6670;3795;2;10168;115822;67178;978;
11017;false;false;37;538;6676;3802;2;10168;115822;67178;978;
11013;false;false;37;538;6676;3798;2;10168;115822;67178;978;
11015;false;false;37;538;6676;3800;2;10168;115822;67178;978;
10996;false;false;37;536;6670;3789;2;10168;115822;67178;978;
11028;false;false;37;544;6680;3803;2;10168;115822;67178;978;
10998;false;false;37;536;6670;3791;2;10168;115822;67178;978;
11023;false;false;37;544;6676;3802;2;10168;115822;67178;978;
11033;false;false;37;544;6680;3808;2;10168;115822;67178;978;
10988;false;false;37;536;6665;3786;2;10168;115822;67178;978;
11042;false;false;37;544;6683;3814;2;10168;115822;67178;978;
11019;false;false;37;540;6676;3802;2;10168;115822;67178;978;
11014;false;false;37;538;6676;3799;2;10168;115822;67178;978;
11029;false;false;37;544;6680;3804;2;10168;115822;67178;978;
11025;false;false;37;544;6678;3802;2;10168;115822;67178;978;
11027;false;false;37;544;6680;3802;2;10168;115822;67178;978;
11040;false;false;37;544;6682;3813;2;10168;115822;67178;978;
11008;false;false;37;538;6673;3796;2;10168;115822;67178;978;
11045;false;false;37;544;6684;3816;2;10168;115822;67178;978;
11010;false;false;37;538;6675;3796;2;10168;115822;67178;978;
11035;false;false;37;544;6680;3810;2;10168;115822;67178;978;
11000;false;false;37;536;6670;3793;2;10168;115822;67178;978;
11031;false;false;37;544;6680;3806;2;10168;115822;67178;978;
11054;false;false;37;545;6688;3820;2;10168;115822;67178;978;
11037;false;true;37;544;6682;3810;2;10168;115822;67178;978;
11026;false;false;37;544;6679;3802;2;10168;115822;67178;978;
11041;false;false;37;544;6682;3814;2;10168;115822;67178;978;
11039;false;false;37;544;6682;3812;2;10168;115822;67178;978;
11052;false;false;37;544;6687;3820;2;10168;115822;67178;978;
11020;false;false;37;541;6676;3802;2;10168;115822;67178;978;
11022;false;false;37;543;6676;3802;2;10168;115822;67178;978;
11047;false;false;37;544;6684;3818;2;10168;115822;67178;978;
11057;false;false;37;546;6688;3822;2;10168;115822;67178;978;
11043;false;false;37;544;6684;3814;2;10168;115822;67178;978;
11012;false;false;37;538;6676;3797;2;10168;115822;67178;978;
11066;false;false;37;546;6693;3826;2;10168;115822;67178;978;
11049;false;false;37;544;6684;3820;2;10168;115822;67178;978;
11038;false;false;37;544;6682;3811;2;10168;115822;67178;978;
11051;false;false;37;544;6686;3820;2;10168;115822;67178;978;
11053;false;false;37;544;6688;3820;2;10168;115822;67178;978;
11064;false;false;37;546;6691;3826;2;10168;115822;67178;978;
11032;false;false;37;544;6680;3807;2;10168;115822;67178;978;
